PRAD,HR,P-value,Hr-Inv-lst,PCPG,HR,P-value,Hr-Inv-lst,PAAD,HR,P-value,Hr-Inv-lst,OV,HR,P-value,Hr-Inv-lst,THYM,HR,P-value,Hr-Inv-lst,UVM,HR,P-value,Hr-Inv-lst,UCEC,HR,P-value,Hr-Inv-lst,UCS,HR,P-value,Hr-Inv-lst,THCA,HR,P-value,Hr-Inv-lst,TGCT,HR,P-value,Hr-Inv-lst,STAD,HR,P-value,Hr-Inv-lst,SKCM,HR,P-value,Hr-Inv-lst,SARC,HR,P-value,Hr-Inv-lst,READ,HR,P-value,Hr-Inv-lst,LUAD,HR,P-value,Hr-Inv-lst,MESO,HR,P-value,Hr-Inv-lst,LUSC,HR,P-value,Hr-Inv-lst,LIHC,HR,P-value,Hr-Inv-lst,LGG,HR,P-value,Hr-Inv-lst,LAML,HR,P-value,Hr-Inv-lst,KIRP,HR,P-value,Hr-Inv-lst,KIRC,HR,P-value,Hr-Inv-lst,KICH,HR,P-value,Hr-Inv-lst,HNSC,HR,P-value,Hr-Inv-lst,GBM,HR,P-value,Hr-Inv-lst,ESCA,HR,P-value,Hr-Inv-lst,DLBC,HR,P-value,Hr-Inv-lst,CHOL,HR,P-value,Hr-Inv-lst,CESC,HR,P-value,Hr-Inv-lst,BRCA,HR,P-value,Hr-Inv-lst,BLCA,HR,P-value,Hr-Inv-lst,ACC,HR,P-value,Hr-Inv-lst,COAD,HR,P-value,Hr-Inv-lst
SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,0.960069486,0.96040122,1.041591275,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,,,,SC5DL,0.981963379,0.954433404,1.018367916
SLC20A1,1.19214418,0.81143345,0.83882472,SLC20A1,0.59275761,0.56773255,1.68703021,SLC20A1,1.4645061,0.15576567,0.68282406,SLC20A1,0.96670345,0.82641369,1.0344434,SLC20A1,0.674387427,0.636577825,1.482827171,SLC20A1,3.39614571,0.0650949,0.29445144,SLC20A1,3.98630165,0.03865885,0.25085909,SLC20A1,1.27578818,0.50155624,0.78382918,SLC20A1,2.32574209,0.19821573,0.42997029,SLC20A1,558343922,0.99885928,1.79E-09,SLC20A1,1.56370194,0.0495299,0.63950806,SLC20A1,0.88350811,0.44557859,1.13185152,SLC20A1,1.32693167,0.22452079,0.75361831,SLC20A1,0.922212675,0.917692712,1.084348575,SLC20A1,1.62924256,0.009323481,0.613782149,SLC20A1,3.16364827,7.32E-05,0.31609076,SLC20A1,1.12492534,0.46751495,0.88894789,SLC20A1,1.141913926,0.533409432,0.875722747,SLC20A1,1.418452606,0.097901424,0.704993594,SLC20A1,1.016290141,0.93132383,0.983970974,SLC20A1,1.550060154,0.228219777,0.645136253,SLC20A1,2.148100688,4.06E-06,0.465527527,SLC20A1,0.924174277,0.906506615,1.082046995,SLC20A1,1.492207205,0.010802868,0.670148219,SLC20A1,1.06175721,0.760542958,0.941834904,SLC20A1,1.397271428,0.213760969,0.715680561,SLC20A1,1.058068947,0.955041919,0.945117993,SLC20A1,0.858386708,0.763890709,1.164976101,SLC20A1,0.975657083,0.92427744,1.024950279,SLC20A1,1.438046477,0.066945902,0.695387817,SLC20A1,0.612782939,0.013229284,1.63189922,SLC20A1,2.806583834,0.020672149,0.356305052,SLC20A1,1.050324994,0.877007233,0.952086264
SMAD7,1.8860002,0.39447712,0.53022264,SMAD7,1.38430444,0.72187428,0.72238445,SMAD7,0.88850654,0.65038995,1.12548411,SMAD7,1.06841247,0.66853612,0.93596811,SMAD7,2.114915111,0.38796109,0.472832217,SMAD7,0.42673212,0.16286133,2.34339053,SMAD7,0.64857392,0.46142916,1.54184431,SMAD7,0.8537322,0.66708206,1.1713275,SMAD7,1.48761484,0.4624286,0.67221701,SMAD7,1.63883806,0.68729486,0.61018842,SMAD7,1.14955083,0.53837258,0.86990499,SMAD7,0.88511381,0.45159861,1.12979821,SMAD7,1.27124628,0.30162628,0.78662964,SMAD7,0.343503431,0.205882192,2.911179072,SMAD7,0.686248385,0.041932328,1.45719833,SMAD7,1.77198525,0.04049527,0.56433878,SMAD7,1.43744625,0.02472822,0.69567819,SMAD7,0.929794962,0.733069184,1.075505935,SMAD7,0.347879379,2.18E-06,2.874559579,SMAD7,0.890938118,0.537967686,1.12241241,SMAD7,0.588870759,0.157639691,1.69816549,SMAD7,0.871050279,0.383077448,1.148039354,SMAD7,0.297996109,0.131131874,3.355748517,SMAD7,0.848873656,0.295616064,1.17803161,SMAD7,1.154009324,0.469722433,0.866544125,SMAD7,1.011720366,0.96591139,0.988415409,SMAD7,0.415841838,0.448774594,2.404760438,SMAD7,0.410463411,0.108294401,2.436270744,SMAD7,1.758655679,0.034562459,0.568616138,SMAD7,0.847820341,0.404276943,1.179495174,SMAD7,0.886490409,0.531919948,1.12804379,SMAD7,1.34463474,0.460112731,0.743696388,SMAD7,0.84042463,0.602324293,1.189874695
SOD1,1.12347131,0.87119169,0.89009838,SOD1,2.1000767,0.396788,0.47617308,SOD1,0.91441196,0.73246367,1.09359899,SOD1,0.72851743,0.0414644,1.37265075,SOD1,5.925415003,0.104539655,0.168764551,SOD1,0.85197498,0.77459288,1.17374338,SOD1,1.56017696,0.43635052,0.64095294,SOD1,1.21620198,0.58734648,0.82223185,SOD1,0.63877932,0.42441908,1.56548586,SOD1,2.14E-09,0.99888729,466372920,SOD1,1.27591276,0.28286194,0.78375264,SOD1,1.05690434,0.73268384,0.94615942,SOD1,0.7004217,0.12636974,1.42771133,SOD1,1.435948685,0.640540863,0.696403716,SOD1,1.287798979,0.172013556,0.776518709,SOD1,1.29421483,0.34360527,0.77266925,SOD1,0.8647692,0.36734608,1.1563779,SOD1,1.029882269,0.890883032,0.970984772,SOD1,0.895421248,0.598752211,1.116792797,SOD1,1.667825323,0.006700292,0.599583173,SOD1,1.557037709,0.225641101,0.642245204,SOD1,1.345223465,0.06565943,0.743370917,SOD1,1.28506203,0.708532769,0.778172552,SOD1,1.337852308,0.062740967,0.747466663,SOD1,1.036043865,0.856786842,0.965210098,SOD1,0.877818376,0.633783683,1.139187817,SOD1,0.753118846,0.777629808,1.327811679,SOD1,0.835036524,0.747517851,1.197552408,SOD1,0.744743815,0.270114176,1.342743612,SOD1,1.098970976,0.630897127,0.909942139,SOD1,0.878040607,0.500549783,1.13889949,SOD1,0.894908224,0.782593819,1.117433021,SOD1,0.843371283,0.590749562,1.185717394
SOD2,0.40137181,0.26702091,2.4914555,SOD2,1.43E-09,0.99851764,701610153,SOD2,1.32872023,0.28057645,0.75260388,SOD2,1.24873173,0.15340497,0.80081252,SOD2,9.659908097,0.047040709,0.103520654,SOD2,1.42031492,0.53151276,0.70406921,SOD2,1.35960762,0.58496721,0.73550632,SOD2,1.10660846,0.77983069,0.90366199,SOD2,2.2550508,0.1700011,0.44344899,SOD2,2.23972824,0.51036615,0.44648274,SOD2,0.75875848,0.22177707,1.31794244,SOD2,0.58848345,0.0011481,1.69928314,SOD2,0.62408076,0.04432368,1.60235672,SOD2,1.181577337,0.879755672,0.846326321,SOD2,1.434979428,0.047730131,0.696874102,SOD2,1.01931611,0.94425778,0.98104993,SOD2,1.11773573,0.49126025,0.89466586,SOD2,1.321173353,0.1966787,0.756902944,SOD2,2.688580127,9.32E-06,0.371943536,SOD2,1.110489736,0.576843541,0.900503595,SOD2,1.428811884,0.341780068,0.699882197,SOD2,1.754856549,0.000604673,0.569847148,SOD2,1.513194348,0.538035082,0.660853645,SOD2,0.914871535,0.567659573,1.093049638,SOD2,1.062378763,0.758740033,0.941283876,SOD2,0.981109198,0.943798278,1.019254536,SOD2,0.820757863,0.844245961,1.218386135,SOD2,1.067250055,0.897751513,0.936987536,SOD2,1.233800749,0.421309869,0.810503642,SOD2,1.006672715,0.973002115,0.993371515,SOD2,0.929892442,0.706170113,1.075393191,SOD2,0.370057437,0.021768554,2.702283215,SOD2,0.939451316,0.846075332,1.064451114
SPTAN1,3.66662044,0.12503438,0.27273071,SPTAN1,1.9736516,0.45708846,0.50667504,SPTAN1,1.27785319,0.35357911,0.78256251,SPTAN1,1.02819264,0.85771034,0.97258039,SPTAN1,0.309634281,0.185257972,3.229616559,SPTAN1,0.31410552,0.07934106,3.18364351,SPTAN1,2.14051873,0.19908258,0.46717648,SPTAN1,0.60026827,0.16159032,1.66592181,SPTAN1,0.32272779,0.05699565,3.09858657,SPTAN1,0.4753146,0.54379632,2.10386975,SPTAN1,1.23350262,0.35697236,0.81069954,SPTAN1,1.28975595,0.11697844,0.77534048,SPTAN1,0.51108077,0.00482335,1.95663788,SPTAN1,0.239080932,0.187045583,4.182684038,SPTAN1,0.998992485,0.995598455,1.001008531,SPTAN1,0.75730234,0.30686084,1.32047657,SPTAN1,1.14356319,0.405249,0.87445977,SPTAN1,0.891303119,0.589561458,1.121952766,SPTAN1,0.632768775,0.029932752,1.58035611,SPTAN1,0.988956423,0.952814185,1.011166899,SPTAN1,0.648741926,0.236963383,1.541445003,SPTAN1,0.596157425,0.001692849,1.677409285,SPTAN1,1.787095745,0.411875861,0.559567109,SPTAN1,0.889687551,0.454503258,1.123990101,SPTAN1,1.016358917,0.933787419,0.983904389,SPTAN1,0.934827011,0.808848956,1.06971663,SPTAN1,0.321440921,0.327082927,3.110991588,SPTAN1,0.544771097,0.238281856,1.83563336,SPTAN1,1.870792474,0.021242383,0.534532832,SPTAN1,0.661125552,0.04165116,1.512572003,SPTAN1,1.275067981,0.209203591,0.78427191,SPTAN1,3.776680207,0.003390503,0.264782811,SPTAN1,0.700853276,0.294989079,1.426832169
SQSTM1,0.61118352,0.50029424,1.63616978,SQSTM1,5.84165041,0.1091857,0.1711845,SQSTM1,1.52473054,0.11988675,0.65585359,SQSTM1,0.92968216,0.63805015,1.07563643,SQSTM1,7.036608143,0.07768365,0.142113925,SQSTM1,0.66392815,0.47586696,1.50618707,SQSTM1,1.27443824,0.67210293,0.78465944,SQSTM1,1.25204027,0.53265077,0.79869636,SQSTM1,0.37858395,0.10078812,2.64142204,SQSTM1,574730853,0.99885747,1.74E-09,SQSTM1,0.82189321,0.38705016,1.21670308,SQSTM1,1.07563896,0.65319718,0.92967997,SQSTM1,0.75321045,0.22369185,1.3276502,SQSTM1,0.686843955,0.626988693,1.455934776,SQSTM1,1.147662566,0.455736247,0.871336253,SQSTM1,1.14384549,0.61950362,0.87424395,SQSTM1,0.96756056,0.83775308,1.03352704,SQSTM1,1.5344444,0.046320274,0.651701685,SQSTM1,1.424160011,0.093682427,0.70216829,SQSTM1,0.966328649,0.855789594,1.034844617,SQSTM1,1.494213585,0.282513759,0.669248366,SQSTM1,1.116333373,0.488269819,0.895789756,SQSTM1,0.509955282,0.3410063,1.960956255,SQSTM1,1.057565357,0.72059351,0.945568039,SQSTM1,1.455204441,0.056919112,0.687188667,SQSTM1,0.845424394,0.539113798,1.182837883,SQSTM1,3.79E-10,0.999171853,2640368186,SQSTM1,0.722430083,0.520592834,1.384216996,SQSTM1,0.889190131,0.6512722,1.12461887,SQSTM1,0.807045003,0.278917426,1.239088274,SQSTM1,0.786222683,0.214168136,1.271904285,SQSTM1,0.252124665,0.003444936,3.966291842,SQSTM1,0.680567281,0.235397532,1.469362438
TAP1,1.22112024,0.77830974,0.81892017,TAP1,2.3402538,0.33007581,0.42730408,TAP1,1.37206189,0.23231406,0.7288301,TAP1,1.07671876,0.63666399,0.92874764,TAP1,2.98936329,0.212303967,0.334519395,TAP1,1.68984213,0.37785682,0.59177126,TAP1,1.82500245,0.29287609,0.54794447,TAP1,1.32938901,0.42964125,0.75222526,TAP1,1.4095601,0.52544074,0.7094412,TAP1,686751972,0.99885131,1.46E-09,TAP1,0.81788185,0.37178579,1.22267049,TAP1,0.69374321,0.02517608,1.44145554,TAP1,0.73132767,0.17764824,1.36737612,TAP1,0.819805426,0.813387574,1.219801636,TAP1,1.329843163,0.11961586,0.751968373,TAP1,0.85787568,0.57476171,1.16567006,TAP1,1.00548352,0.97339501,0.99454639,TAP1,1.236574548,0.317432631,0.808685575,TAP1,1.867232704,0.003808772,0.535551888,TAP1,1.324244666,0.135082126,0.755147463,TAP1,1.545632898,0.229123565,0.646984159,TAP1,1.224691875,0.204818241,0.816531914,TAP1,0.928644669,0.91216302,1.076838142,TAP1,0.853708912,0.310831244,1.171359448,TAP1,0.903802363,0.606926674,1.106436585,TAP1,1.453907187,0.17351697,0.687801814,TAP1,3.279124499,0.304850145,0.304959449,TAP1,1.318007941,0.602304826,0.75872077,TAP1,0.893755448,0.663955568,1.118874299,TAP1,0.964329162,0.853257033,1.036990314,TAP1,0.88484581,0.525996013,1.130140402,TAP1,0.695427117,0.384026016,1.43796521,TAP1,0.784490633,0.459172395,1.27471248
TGFB2,1.08713163,0.90749198,0.91985181,TGFB2,0.63536569,0.61959421,1.57389677,TGFB2,1.93355141,0.01889973,0.51718304,TGFB2,1.13650308,0.40781655,0.87989203,TGFB2,4.134245888,0.116426844,0.241882081,TGFB2,1.952354,0.26282409,0.51220219,TGFB2,0.91677021,0.88357596,1.09078588,TGFB2,1.08573232,0.82305982,0.92103734,TGFB2,0.82043055,0.71317381,1.21887221,TGFB2,1.98416044,0.57594985,0.5039915,TGFB2,1.73837542,0.01493456,0.57524974,TGFB2,1.02011809,0.90221597,0.98027866,TGFB2,1.33700273,0.21624368,0.74794163,TGFB2,0.743418138,0.702478877,1.345138017,TGFB2,1.229820987,0.257759491,0.813126472,TGFB2,1.2865298,0.3603046,0.77728475,TGFB2,0.93579545,0.68155945,1.0686096,TGFB2,0.994235983,0.978323662,1.005797433,TGFB2,2.494958848,4.19E-05,0.400808214,TGFB2,1.025036251,0.89573556,0.975575253,TGFB2,1.817478962,0.098072536,0.550212696,TGFB2,0.87372235,0.398660633,1.14452835,TGFB2,0.872911784,0.839597328,1.145591133,TGFB2,0.866487447,0.357020378,1.154084809,TGFB2,0.8281518,0.335997753,1.207508093,TGFB2,1.203580149,0.485866319,0.830854515,TGFB2,0.292491297,0.290580969,3.418905145,TGFB2,2.063306437,0.154654597,0.484658983,TGFB2,1.34809223,0.254357701,0.74178901,TGFB2,0.787063648,0.224683368,1.270545276,TGFB2,1.024559415,0.899994202,0.976029292,TGFB2,3.589881004,0.004804945,0.278560765,TGFB2,1.320080065,0.386617164,0.75752981
TGFBR3,1.31433122,0.72069584,0.76084322,TGFBR3,0.22361333,0.18041926,4.47200538,TGFBR3,0.78585171,0.36424013,1.2725047,TGFBR3,0.99363226,0.96712487,1.00640855,TGFBR3,1.591135444,0.583773955,0.628482009,TGFBR3,0.33668638,0.07243981,2.97012316,TGFBR3,1.4295344,0.56031089,0.69952846,TGFBR3,1.24971183,0.53862341,0.80018447,TGFBR3,5.68489463,0.00790259,0.17590476,TGFBR3,1.77882064,0.63826789,0.56217023,TGFBR3,1.03304515,0.88532262,0.9680119,TGFBR3,0.78399316,0.13612452,1.27552134,TGFBR3,0.97458007,0.91146374,1.02608296,TGFBR3,0.785545638,0.755958318,1.273000513,TGFBR3,1.075313407,0.690209297,0.929961436,TGFBR3,0.67028759,0.13697484,1.49189693,TGFBR3,1.13563861,0.43162825,0.88056182,TGFBR3,0.714938642,0.122373166,1.398721431,TGFBR3,1.0697551,0.750242052,0.934793393,TGFBR3,0.880546288,0.497951663,1.13565864,TGFBR3,0.806225223,0.545962142,1.240348196,TGFBR3,0.619215287,0.003110302,1.614947209,TGFBR3,0.824164572,0.773207465,1.213349898,TGFBR3,0.748440669,0.065041746,1.336111252,TGFBR3,0.810834396,0.288090854,1.233297459,TGFBR3,0.736947605,0.251658245,1.356948571,TGFBR3,1.196145345,0.858111621,0.836018804,TGFBR3,0.915929436,0.872192557,1.091787163,TGFBR3,0.926495193,0.768193887,1.079336415,TGFBR3,0.817657014,0.307290672,1.223006692,TGFBR3,0.774379172,0.19204985,1.291357046,TGFBR3,1.501678765,0.320692039,0.665921383,TGFBR3,0.623364219,0.141747558,1.604198588
TIMP1,0.34706506,0.19892467,2.88130418,TIMP1,1.73490829,0.52717943,0.57639934,TIMP1,0.83352693,0.48971721,1.19972129,TIMP1,1.29537508,0.10436787,0.77197718,TIMP1,2.034834767,0.414141809,0.491440394,TIMP1,1.16887015,0.7808466,0.85552702,TIMP1,3.63057284,0.09639061,0.27543863,TIMP1,1.98854468,0.06531368,0.50288033,TIMP1,0.471407,0.16703319,2.1213092,TIMP1,1.86692746,0.61051714,0.53563945,TIMP1,1.09758479,0.68641019,0.91109135,TIMP1,0.771136,0.10969583,1.29678812,TIMP1,0.90346327,0.66093726,1.10685186,TIMP1,1580880309,0.998898608,6.33E-10,TIMP1,1.140915461,0.471234319,0.87648913,TIMP1,0.47568901,0.00989279,2.1022138,TIMP1,1.26184206,0.15059334,0.79249221,TIMP1,1.337207873,0.175861172,0.747826886,TIMP1,2.664060168,2.07E-05,0.375366898,TIMP1,0.860482238,0.423269672,1.162139038,TIMP1,1.666274684,0.173177568,0.600141147,TIMP1,2.467104123,1.21E-07,0.405333521,TIMP1,1.306066689,0.690916856,0.765657687,TIMP1,1.519955674,0.008380675,0.657913923,TIMP1,1.020868815,0.915847044,0.979557789,TIMP1,1.09211496,0.742089082,0.91565452,TIMP1,0.571051078,0.579557669,1.751156839,TIMP1,1.07073921,0.892326013,0.93393423,TIMP1,1.361124851,0.240705361,0.734686461,TIMP1,0.690013318,0.061019708,1.44924739,TIMP1,0.967475674,0.863978568,1.03361772,TIMP1,0.526604733,0.124672388,1.898957485,TIMP1,2.049529635,0.028628702,0.487916829
TIMP2,0.77136797,0.73412062,1.29639814,TIMP2,0.18965362,0.1378888,5.27277047,TIMP2,1.4607012,0.15158588,0.68460271,TIMP2,1.03665077,0.81566258,0.96464502,TIMP2,0.143382446,0.078582143,6.974354431,TIMP2,0.47682666,0.22662977,2.09719817,TIMP2,1.6708437,0.38239826,0.59850003,TIMP2,1.09337886,0.80479927,0.91459607,TIMP2,1.02459903,0.96436648,0.97599155,TIMP2,1.78932786,0.63509253,0.55886907,TIMP2,1.37995035,0.15337356,0.72466375,TIMP2,1.25568669,0.1621902,0.796377,TIMP2,1.02740965,0.9070462,0.9733216,TIMP2,1.080765028,0.929118426,0.925270502,TIMP2,1.245285685,0.231762594,0.803028584,TIMP2,1.45544915,0.16504186,0.68707313,TIMP2,1.25191738,0.16655659,0.79877476,TIMP2,0.714485347,0.117422707,1.399608828,TIMP2,1.100471483,0.650062868,0.908701421,TIMP2,0.665291231,0.031406898,1.503101128,TIMP2,1.694303879,0.137233078,0.590212897,TIMP2,0.855159339,0.324513961,1.169372717,TIMP2,1.396663437,0.618660898,0.715992109,TIMP2,1.028425149,0.857667332,0.972360508,TIMP2,1.114690202,0.581774571,0.897110245,TIMP2,0.96927669,0.907586504,1.031697152,TIMP2,1.074466955,0.942797329,0.930694048,TIMP2,0.375149784,0.070387538,2.665601965,TIMP2,1.868972378,0.017888409,0.535053387,TIMP2,0.805517513,0.285476847,1.241437937,TIMP2,1.260730633,0.23284111,0.793190848,TIMP2,1.436672416,0.369156409,0.696052899,TIMP2,1.172026601,0.632423554,0.853222955
TIMP3,0.16209458,0.09213637,6.16923776,TIMP3,0.42515269,0.32692123,2.35209613,TIMP3,1.05147771,0.84862172,0.95104251,TIMP3,1.22785786,0.18821463,0.81442652,TIMP3,2.165152527,0.373587827,0.461861226,TIMP3,0.06285572,0.00906228,15.9094501,TIMP3,1.7448804,0.32995179,0.57310518,TIMP3,0.643747,0.22990514,1.55340529,TIMP3,3.4905775,0.03524728,0.28648555,TIMP3,1.70910323,0.66222888,0.58510217,TIMP3,1.34169502,0.20036501,0.74532586,TIMP3,0.80419085,0.17954472,1.24348592,TIMP3,0.84789428,0.4788724,1.17939231,TIMP3,1.412190605,0.680263927,0.708119709,TIMP3,1.106886478,0.577354876,0.903435013,TIMP3,1.55861174,0.10885724,0.6415966,TIMP3,1.44065287,0.02470091,0.69412974,TIMP3,0.760008467,0.201645719,1.315774816,TIMP3,0.552478354,0.00541626,1.810025666,TIMP3,0.877104757,0.485762694,1.14011467,TIMP3,1.222274836,0.57789365,0.818146599,TIMP3,0.467660542,4.83E-06,2.138303129,TIMP3,0.630648995,0.493361838,1.585668111,TIMP3,1.25115009,0.152173934,0.799264619,TIMP3,0.893474324,0.565390725,1.119226343,TIMP3,1.130772962,0.644898653,0.884350824,TIMP3,0.351866377,0.366948632,2.841987939,TIMP3,2.146892667,0.181027825,0.465789471,TIMP3,1.550915439,0.092533526,0.644780479,TIMP3,0.808518468,0.284009479,1.236830128,TIMP3,0.897658822,0.575859127,1.114008993,TIMP3,1.438452834,0.369725542,0.695191373,TIMP3,1.528890988,0.201570204,0.654068869
TNF,0.61907986,0.51780152,1.61530048,TNF,1.32314094,0.73284846,0.75577738,TNF,0.57954204,0.04397414,1.72550037,TNF,0.98220545,0.90786549,1.01811694,TNF,3.771150189,0.145310211,0.265171088,TNF,2.65529214,0.10787296,0.3766064,TNF,0.82336645,0.73537378,1.21452604,TNF,1.68940264,0.15015465,0.5919252,TNF,1.00777226,0.98846261,0.99228768,TNF,600079931,0.99885433,1.67E-09,TNF,0.83279726,0.41486346,1.20077244,TNF,0.65232452,0.01020848,1.53297931,TNF,0.53051728,0.00748714,1.88495272,TNF,1.456741758,0.733506496,0.686463469,TNF,0.799550198,0.226961795,1.250703211,TNF,1.1465137,0.61057944,0.87220938,TNF,1.19589754,0.26650945,0.83619204,TNF,0.783256411,0.257806484,1.276721117,TNF,0.785037298,0.250823237,1.273824826,TNF,0.716894239,0.078068373,1.394905896,TNF,0.767932552,0.460838248,1.302197696,TNF,0.990769556,0.953274489,1.009316439,TNF,1.63503388,0.464165619,0.611608122,TNF,0.765257637,0.090884188,1.306749454,TNF,1.159051816,0.452206742,0.862774197,TNF,1.198652227,0.496739143,0.834270339,TNF,1.283240854,0.807155201,0.779276936,TNF,0.670624341,0.471434847,1.491147785,TNF,1.810296807,0.024753924,0.552395605,TNF,0.749252276,0.144637253,1.334663948,TNF,0.841238445,0.370186772,1.188723609,TNF,1.291234497,0.533145839,0.774452667,TNF,0.756318221,0.401594024,1.322194775
TNFRSF12A,1.3868194,0.65482281,0.72107442,TNFRSF12A,0.19204921,0.13415828,5.20699867,TNFRSF12A,1.80279682,0.03085095,0.55469368,TNFRSF12A,1.12087874,0.46528443,0.89215716,TNFRSF12A,1.259041067,0.780868884,0.794255268,TNFRSF12A,2.41829674,0.14377253,0.41351418,TNFRSF12A,3.59748287,0.0987852,0.27797214,TNFRSF12A,1.05207934,0.891091,0.95049866,TNFRSF12A,0.25297418,0.01565595,3.95297267,TNFRSF12A,1.67184623,0.67507978,0.59814113,TNFRSF12A,0.98931011,0.96218684,1.0108054,TNFRSF12A,1.05271399,0.75195257,0.94992563,TNFRSF12A,1.33560072,0.21257294,0.74872676,TNFRSF12A,0.950172708,0.952220909,1.052440248,TNFRSF12A,1.310726621,0.143995256,0.762935599,TNFRSF12A,2.38453606,0.00225725,0.41936879,TNFRSF12A,1.2984271,0.10527205,0.77016261,TNFRSF12A,1.08595606,0.699396587,0.920847571,TNFRSF12A,2.490852756,6.05E-05,0.401468934,TNFRSF12A,1.267889383,0.206992453,0.788712338,TNFRSF12A,1.032707233,0.929245689,0.968328649,TNFRSF12A,1.834469849,0.000228259,0.545116618,TNFRSF12A,0.572353202,0.430187599,1.747172894,TNFRSF12A,1.484639368,0.012370278,0.673564248,TNFRSF12A,1.07083893,0.727063809,0.93384726,TNFRSF12A,0.851760982,0.550682559,1.174038283,TNFRSF12A,0.319508707,0.328571031,3.129805164,TNFRSF12A,0.551572091,0.264299088,1.812999635,TNFRSF12A,1.622223572,0.075619821,0.616437843,TNFRSF12A,0.904955148,0.613833617,1.105027142,TNFRSF12A,0.972075931,0.883334998,1.028726222,TNFRSF12A,0.630036181,0.269393536,1.587210432,TNFRSF12A,1.068822439,0.837204956,0.935609099
TNFSF10,1.49398244,0.57378165,0.66935191,TNFSF10,0.54114616,0.48171075,1.8479296,TNFSF10,2.72912162,0.00042065,0.36641826,TNFSF10,1.01636194,0.91718538,0.98390147,TNFSF10,521177550,0.998405643,1.92E-09,TNFSF10,3.83136317,0.04450422,0.26100371,TNFSF10,2.3704785,0.19653458,0.42185576,TNFSF10,0.88910345,0.74473554,1.12472851,TNFSF10,1.33343714,0.60766467,0.74994161,TNFSF10,544438968,0.99886233,1.84E-09,TNFSF10,1.00898806,0.96818117,0.991092,TNFSF10,0.50244116,2.63E-05,1.99028279,TNFSF10,0.59810601,0.0290193,1.6719444,TNFSF10,1.178373187,0.849429854,8.49E-01,TNFSF10,0.837810207,0.333058063,1.19358775,TNFSF10,0.88097359,0.63897837,1.13510781,TNFSF10,0.96708074,0.83610541,1.03403983,TNFSF10,0.85908877,0.474803009,1.164024062,TNFSF10,1.274082227,0.247568452,0.784878698,TNFSF10,0.938603102,0.735774457,1.065413057,TNFSF10,0.99437355,0.987457737,1.005658287,TNFSF10,0.89473926,0.482961256,1.117644039,TNFSF10,1.380386765,0.631656569,0.724434648,TNFSF10,1.128829898,0.438876659,0.885873064,TNFSF10,1.108399693,0.599697632,0.902201621,TNFSF10,1.298398674,0.338863414,0.770179468,TNFSF10,1.086402501,0.934163122,0.920469162,TNFSF10,1.513243318,0.417897629,0.660832259,TNFSF10,0.750822009,0.270239782,1.331873585,TNFSF10,1.046056473,0.818973468,0.955971333,TNFSF10,0.951270744,0.795583414,1.051225433,TNFSF10,0.362549734,0.023035291,2.758242263,TNFSF10,0.838056461,0.593948448,1.193237027
TOP2A,2.66646261,0.23011914,0.3750287,TOP2A,1.33724125,0.75057227,0.74780822,TOP2A,2.33637578,0.0019143,0.42801334,TOP2A,1.06245675,0.69460659,0.94121479,TOP2A,0.256273471,0.134602609,3.90208161,TOP2A,2.63608053,0.10849784,0.37935108,TOP2A,1.5901166,0.40574804,0.6288847,TOP2A,0.66718857,0.2692138,1.49882663,TOP2A,3.02723948,0.08935429,0.33033396,TOP2A,1.8060444,0.62943116,0.55369624,TOP2A,1.32204912,0.24849634,0.75640154,TOP2A,1.2402172,0.19063758,0.80631038,TOP2A,1.49825535,0.08492223,0.66744297,TOP2A,0.678763367,0.613532435,1.473267488,TOP2A,1.557757725,0.016425014,0.641948349,TOP2A,4.00813424,3.32E-06,0.24949264,TOP2A,0.82469255,0.23288838,1.2125731,TOP2A,1.160701441,0.48703856,0.861547996,TOP2A,2.90465976,1.04E-05,0.344274401,TOP2A,0.899210251,0.571594521,1.112086966,TOP2A,3.376289258,0.002077863,0.296183154,TOP2A,1.718418515,0.000964687,0.581930415,TOP2A,8.475772292,0.043966945,0.117983349,TOP2A,1.126273332,0.446531923,0.887883937,TOP2A,0.797631392,0.246853417,1.253711941,TOP2A,1.848499935,0.02510731,0.540979191,TOP2A,0.407252789,0.438856559,2.455477355,TOP2A,1.618160359,0.380947468,0.617985724,TOP2A,0.858365178,0.555430709,1.165005321,TOP2A,1.185535098,0.389708072,0.843500966,TOP2A,0.949665769,0.788958654,1.053002049,TOP2A,7.119067403,9.78E-05,0.140467837,TOP2A,0.669916154,0.210678993,1.492724119
